WWI_ID,MSNDATE,COUNTRY,SERVICE,UNIT,MDS,TAKEOFFTIME,NUMBEROFPLANESATTACKING,WEAPONTYPE,WEAPONWEIGHT,BOMBLOAD,LATITUDE,LONGITUDE,TGTLOCATION,TGTCOUNTRY,TGTTYPE,TAKEOFFBASE,TAKEOFFLATITUDE,TAKEOFFLONGITUDE,FRIENDLYCASUALTIES,ALTITUDE
957,6/4/17,ITALY,,,CAPRONI CA.32,,,,,780,46.1469444,13.7388889,"SANTA LUCIA OF TOLMINO, CHIAPOVANO, RR STATION AT RIFEMBERGO",,"ENEMY HUTMENTS, TROOPS, RR STATION",PORDENONE,46.031889,12.596472,,
958,11/7/17,ITALY,,,CAPRONI CA.32,,,,19.448889,,46.333333,13.116667,TAGLIAMENTO,ITALY,ENEMY TROOPS ATTEMPTING TO BUILD BRIDGES AND PASSAGES ON RIVER,,,,,
959,11/9/17,ITALY,,,AIRSHIP,NIGHT,1,,,2200,45.777317,12.866202,LIVENZA AND TAGLIAMENTO,ITALY,ROAD BETWEEN THE REIVERS,,,,,15000
960,6/6/17,ITALY,,,CAPRONI CA.32,,,,4000,780,45.84203,13.4589,SAN PIETRO,,RR STATION ON TRIESTE-LUBIANA RR,PORDENONE,46.031889,12.596472,,
961,6/9/17,ITALY,,,CAPRONI CA.32,,,,,780,46.2166667,11.0833333,"MEZZOLOMBARDO, N OF TRENT",ITALY,MILITARY WORKS,PORDENONE,46.031889,12.596472,,
962,6/9/17,ITALY,,,CAPRONI CA.32,,,,,,45.84203,13.4589,SAN PIETRO,,RR STATION ON TRIESTE-LUBIANA RR,PORDENONE,46.031889,12.596472,,
963,6/11/17,ITALY,,,CAPRONI CA.32,,,,,780,45.617,11.617,UPPER VALLEYS OF ASTICO AND ASSA,ITALY,"ENEMY REAR AREAS, HEAVY BATTERIES",PORDENONE,46.031889,12.596472,,
964,6/16/17,ITALY,,,CAPRONI CA.32,,,,,780,46.0533333,13.59,BAINSIZZA PLATEAU,ITALY,REAR OF ENEMY LINES,PORDENONE,46.031889,12.596472,,
965,6/16/17,ITALY,,,CAPRONI CA.32,,,,3960,780,46.1469444,13.7388889,STA. LUCIA ZONE (TOLMINO) AND BAZZA VALLEYY (UPPER ISONZO),ITALY,"ENEMY HUTMENTS,CAMPS",PORDENONE,46.031889,12.596472,,
966,6/17/17,ITALY,,,AIRSHIP,NIGHT,1,,,2200,46.183017,13.732753,TOLMINO,SLOVENIA,TOWN?,SPILIMBERGO,46.1113,12.8991,,15000
967,7/22/17,ITALY,,,AIRSHIP,NIGHT,1,,,2200,45.0475,18.304444,OPCINA,ITALY,RAIL CONSTRUCTION,SPILIMBERGO,46.1113,12.8991,,15000
968,11/9/17,ITALY,,,AIRSHIP,NIGHT,1,,,2200,45.769997,12.996653,LATISANA AND VICINITY,ITALY,BRIDGE,,,,,15000
969,11/11/17,ITALY,,,CAPRONI CA.32,,,,,,45.8428,12.105,PIAVE RIVER (LEFT BANK),ITALY,ENEMY TROOPS,,,,,
970,6/27/17,ITALY,,,CAPRONI CA.32,,,,,780,45.74706839,13.67495623,NABRESINA AND PROSECCO,ITALY,MILITARY WORKS,PORDENONE,46.031889,12.596472,,
971,6/30/17,ITALY,,,CAPRONI CA.32,,,,,780,45.717,13.767,PROSECCO,ITALY,ENEMY AIRDROME,PORDENONE,46.031889,12.596472,,
972,7/8/17,ITALY,,,CAPRONI CA.32,,12,,5000,416.6666667,46.0027778,14.0305556,IDRIA (25 MI WNW OF GORIZIA),ITALY,MILITARY MERCURY EXTRACTING WORKS,PORDENONE,46.031889,12.596472,,
973,7/14/17,ITALY,,,CAPRONI CA.32,,,,,780,45.698555,13.734899,MIRAMARE AND TRIESTE,ITALY,,PORDENONE,46.031889,12.596472,,
974,11/14/17,ITALY,,,CAPRONI CA.32,,,,,,45.774563,12.618042,LIVENZA AND ON THE MONTICANA,ITALY,BRIDGES,,,,,
975,7/16/17,ITALY,,,CAPRONI CA.32,,,,,780,46.066667,14.1,"E OF SELO (CARSO, S OF VERSIC)",ITALY,TROOPS,PORDENONE,46.031889,12.596472,,
976,7/18/17,ITALY,,,CAPRONI CA.32,,,,,780,46.066667,14.1,"E OF SELO (CARSO, S OF VERSIC)",ITALY,TROOPS,PORDENONE,46.031889,12.596472,,
977,7/25/17,ITALY,,,AIRSHIP,NIGHT,1,,,2200,46.1469444,13.7388889,SANTA LUCIA DI TOLMINO,ITALY,RAIL CONSTRUCTION,SPILIMBERGO,46.1113,12.8991,,15000
978,7/22/17,ITALY,,,CAPRONI CA.32,,,,,780,45.8,13.6167,"MT HERMADA (SOUTHERN CARSO),  OPCINA-GABROVICA LINE (NEAR TRIESTE)",,"ENEMY BATTERIES, RAILWAY WORKS",PORDENONE,46.031889,12.596472,,
979,7/27/17,ITALY,,,AIRSHIP,NIGHT,1,,,2200,45.828611,13.671667,BAZA-MODREYA,,RAIL CONSTRUCTION,SPILIMBERGO,46.1113,12.8991,,15000
980,7/25/17,ITALY,,,CAPRONI CA.32,,,,,780,45.74706839,13.67495623,"SAN DANIELE, ON THE CARSO",ITALY,HUTMENTS AND RAIL WORKS,PORDENONE,46.031889,12.596472,,
981,8/18/17,ITALY,,,AIRSHIP,NIGHT,1,,,2200,46.1469,13.7389,MODREYA SNICA AND SANTA LUCIA,ITALY,BARRACKS AND RAIL CONSTRUCTION,SPILIMBERGO,46.1113,12.8991,,15000
982,11/19/17,ITALY,,,AIRSHIP,NIGHT,1,,,2200,45.7667,12.6,NEAR MOTTA AND LORENZAGA,ITALY,BRIDGE OVER LIVENZA,,,,,15000
983,8/22/17,ITALY,,,AIRSHIP,NIGHT,1,,,2200,46.1469,13.7389,MODREYA SNICA AND SANTA LUCIA,ITALY,BARRACKS AND RAIL CONSTRUCTION,SPILIMBERGO,46.1113,12.8991,,15000
984,7/28/17,ITALY,,,CAPRONI CA.32,,,,6000,780,46.0027778,14.0305556,IDRIA,SLOVENIA,ELECTRIC POWER STATION AND HUTMENTS IN CHIAPOVANO VALLEY (NE OF GORIZIA),PORDENONE,46.031889,12.596472,,
985,7/28/17,ITALY,,,CAPRONI CA.32,EVENING,,,8000,780,46.0027778,14.0305556,IDRIA,SLOVENIA,ELECTRIC POWER STATION AND HUTMENTS IN CHIAPOVANO VALLEY (NE OF GORIZIA),PORDENONE,46.031889,12.596472,,
986,11/19/17,ITALY,,,AIRSHIP,NIGHT,1,,,2200,45.704334,12.702626,MOTTA AND TEZZE,ITALY,BRIDGES OVER THE LIVENZA,,,,,15000
987,11/28/17,ITALY,,,CAPRONI CA.32,,,,,,46.0166667,11.85,BETWEEN FELTRE AND FONZASO,ITALY,ENEMY CAMPS,,,,,
988,8/2/17,ITALY,,,CAPRONI CA.32,,30,,,780,44.870302,13.845555,POLA,ITALY,ARSENAL AND MILITARY WORKS,PORDENONE,46.031889,12.596472,,
989,8/3/17,ITALY,,,CAPRONI CA.32,,30,,,780,44.870302,13.845555,POLA,ITALY,ARSENAL AND MILITARY WORKS,PORDENONE,46.031889,12.596472,,
990,8/6/17,ITALY,,,CAPRONI CA.32,,,,8000,780,46.040545,13.788362,CHIAPOVANO VALLEY (NE OF GORIZIA),SLOVENIA,ENEMY HUTMENTS,PORDENONE,46.031889,12.596472,,
991,8/7/17,ITALY,,,CAPRONI CA.32,,,,8000,780,46.040545,13.788362,CHIAPOVANO VALLEY (NE OF GORIZIA),SLOVENIA,ENEMY HUTMENTS,PORDENONE,46.031889,12.596472,,
992,8/8/17,ITALY,,,CAPRONI CA.32,NIGHT,36,260MM/162MM,13000,361.1111111,44.870302,13.845555,POLA,ITALY,"ARSENAL, ENEMY FLEET IN HARBOR",PORDENONE,46.031889,12.596472,,
993,8/9/17,ITALY,,,CAPRONI CA.32,,30,,,780,46.040545,13.788362,CHIAPOVANO VALLEY (NE OF GORIZIA),SLOVENIA,,PORDENONE,46.031889,12.596472,,
994,8/11/17,ITALY,,,CAPRONI CA.32,,,,8000,780,46.040545,13.788362,CHIAPOVANO VALLEY (NE OF GORIZIA),SLOVENIA,MILITARY WORKS,PORDENONE,46.031889,12.596472,,
995,8/12/17,ITALY,,,CAPRONI CA.32,,,,,780,46.040545,13.788362,CHIAPOVANO VALLEY (NE OF GORIZIA),SLOVENIA,MILITARY WORKS,PORDENONE,46.031889,12.596472,,
996,8/14/17,ITALY,,,CAPRONI CA.32,,,,6500,780,46.56405,13.794888,"ASSLING, IN THE SAVA VALLEY (SE OF VILLACH)",AUSTRIA,STEEL WORKS,PORDENONE,46.031889,12.596472,,
997,8/14/17,ITALY,,,CAPRONI CA.32,,,,6500,780,46.567478,13.82417,"ASSLING, IN THE SAVA VALLEY (SE OF VILLACH)",AUSTRIA,RAIL CENTER,PORDENONE,46.031889,12.596472,,
998,8/14/17,ITALY,,,CAPRONI CA.32,,,,,780,46.1469,13.7389,MODREA & MODREJCE (SOUTH OF TOLMINO - ISONZO),SLOVENIA,,PORDENONE,46.031889,12.596472,,
999,8/16/17,ITALY,,,CAPRONI CA.32,,,,,780,45.866288,13.778291,E OF COMEN (15MI E OF MONFALCONE),ITALY,ENCAMPMENTS AND MILITARY ASSEMBLY CENTERS,PORDENONE,46.031889,12.596472,,
1000,8/18/17,ITALY,,,CAPRONI CA.32,,,,,780,45.866288,13.778291,E OF COMEN (12MI E OF MONFALCONE),ITALY,ENCAMPMENTS AND MILITARY ASSEMBLY CENTERS,PORDENONE,46.031889,12.596472,,
1001,8/24/17,ITALY,,,AIRSHIP,NIGHT,1,,,2200,46.1469444,13.7388889,SENICA-SANTA LUCIA DI TOLMINO,,ENEMY POSITION,SPILIMBERGO,46.1113,12.8991,,15000
1002,8/19/17,ITALY,,,CAPRONI CA.32,,,,,780,45.866288,13.778291,E OF COMEN (12MI E OF MONFALCONE),ITALY,ENCAMPMENTS AND MILITARY ASSEMBLY CENTERS,PORDENONE,46.031889,12.596472,,
1003,9/21/17,ITALY,,,AIRSHIP,NIGHT,1,,,2200,45.718333,13.811667,REPEN PICCOLO (REPENKA),,TOWN?,SPILIMBERGO,46.1113,12.8991,,15000
1004,8/20/17,ITALY,,,CAPRONI CA.32,,208,,162240,780,46.3333,13.75,JULIAN ALPS FRONT,SLOVENIA,REAR OF ENEMY POSTIONS,PORDENONE,46.031889,12.596472,,
1005,8/21/17,ITALY,,,CAPRONI CA.32,,53,,10000,188.6792453,45.81663,13.74531,"SELO AND COMEN, E SLOPES OF MT HERMADA",SLOVENIA,MASSED TROOPS,PORDENONE,46.031889,12.596472,,
1006,8/22/17,ITALY,,,CAPRONI CA.32,,,,,780,46.040545,13.788362,CHIAPOVANO VALLEY (NE OF GORIZIA),SLOVENIA,ENEMY TROOPS AND HUTMENTS,PORDENONE,46.031889,12.596472,,
1007,8/22/17,ITALY,,,CAPRONI CA.32,,,,24000,780,46.040545,13.788362,CHIAPOVANO VALLEY (NE OF GORIZIA),SLOVENIA,ENEMY TROOPS AND HUTMENTS,PORDENONE,46.031889,12.596472,,
1008,8/19/17,ITALY,,,AIRSHIP,NIGHT,1,,,2200,46.1469,13.7389,MODREYA SENICA AND SANTA LUCIA DI TOLMINO,SLOVENIA,BARRACKS AND RAIL INE,BOSCOMANTICO,45.472,10.9279,,15000
1009,8/22/17,ITALY,,,AIRSHIP,NIGHT,1,,,2200,46.1469,13.7389,MODREYA SENICA AND SANTA LUCIA DI TOLMINO,SLOVENIA,BARRACKS AND RAIL INE,BOSCOMANTICO,45.472,10.9279,,15000
1010,8/24/17,ITALY,,,CAPRONI CA.32,,,,30000,780,46.040545,13.788362,CHIAPOVANO VALLEY (NE OF GORIZIA),SLOVENIA,ENEMY TROOPS AND HUTMENTS,PORDENONE,46.031889,12.596472,,
1011,9/22/17,ITALY,,,AIRSHIP,NIGHT,1,,,2200,46.0494444,13.7969444,CHIAPOVANO,SLOVENIA,ENTRENCHED VALLEY,BOSCOMANTICO,45.472,10.9279,,15000
1012,8/25/17,ITALY,,,CAPRONI CA.32,,,,,780,46.040545,13.788362,CHIAPOVANO VALLEY (NE OF GORIZIA),SLOVENIA,ENEMY TROOPS AND HUTMENTS,PORDENONE,46.031889,12.596472,,
1013,8/27/17,ITALY,,,CAPRONI CA.32,,,,,780,46.040545,13.788362,CHIAPOVANO VALLEY (NE OF GORIZIA),SLOVENIA,ENEMY TROOPS AND HUTMENTS,PORDENONE,46.031889,12.596472,,
1014,8/29/17,ITALY,,,CAPRONI CA.32,,40,,15400,385,45.990915,13.783184,PANOVIZZA WOOD [CHIAPOVANO VALLEY (NE OF GORIZIA)],SLOVENIA,ENEMY BATTERIES,PORDENONE,46.031889,12.596472,,
1015,11/29/17,ITALY,,,CAPRONI CA.32,,,,,,46.0166667,11.85,BETWEEN FELTRE AND FONZASO,ITALY,ENEMY CAMPS,,,,,
1016,12/7/17,ITALY,,,CAPRONI CA.32,,,,,,45.922289,11.930373,QUERO AND MOPTTA DI LIVENZA,ITALY,BIVOUACKED TROOPS AND CONVOYS IN MOVEMENT,,,,,
1017,8/31/17,ITALY,,,CAPRONI CA.32,,,,,780,46.183017,13.732753,TOLMINO (UPPER ISONZO) AND LOCS ON THE CARSO,SLOVENIA,,PORDENONE,46.031889,12.596472,,
1018,9/1/17,ITALY,,,CAPRONI CA.32,,,,7000,780,46.1538889,13.8619444,GRAHOVO (TOLMINO),SLOVENIA,RAILWAY ESTABLISHMENTS,PORDENONE,46.031889,12.596472,,
1019,9/2/17,ITALY,,,CAPRONI CA.32,,,,,780,45.25,11.01666667,MT SAN GABRIELE,SLOVENIA,REVERSE OF ENEMY POSITIONS,PORDENONE,46.031889,12.596472,,
1020,9/3/17,ITALY,,,CAPRONI CA.32,,30,,18000,780,44.871031,13.838065,POLA,ITALY,SHIPS IN HARBOR AND FASANA CANAL,PORDENONE,46.031889,12.596472,,
1021,9/5/17,ITALY,,,CAPRONI CA.32,,,,203580,780,45.828611,13.671667,"BAZZA VALLEY (E OF CHIAPOVANO VALLEY, IN VOISIZZA REGION)",ITALY,ENEMY CAMPS AND COMMUNICATION LINES,PORDENONE,46.031889,12.596472,,
1022,9/6/17,ITALY,,,CAPRONI CA.32,,,,,780,45.828611,13.671667,"BAZZA VALLEY (E OF CHIAPOVANO VALLEY, IN VOISIZZA REGION)",ITALY,ENEMY BATTERIES AND TROOPS,PORDENONE,46.031889,12.596472,,
1023,9/7/17,ITALY,,,CAPRONI CA.32,,,,,780,45.990915,13.783184,PANOVIZZA WOOD [CHIAPOVANO VALLEY (NE OF GORIZIA)],SLOVENIA,ENEMY BATTERIES,PORDENONE,46.031889,12.596472,,
1024,12/8/17,ITALY,,,CAPRONI CA.32,,150,,,,45.8,11.6071,BETWEEN ASIAGO AND HEAD OF FRENZELA VALLEY,ITALY,"ENEMY TROOP POSITION, ENEMY LINES, MUNITIONS DUMP",,,,,
1025,9/10/17,ITALY,,,CAPRONI CA.32,,,,,780,45.9741667,13.7433333,TARNOVA FOREST,SLOVENIA,ENEMY BATTERIES,PORDENONE,46.031889,12.596472,,
1026,12/8/17,ITALY,,,AIRSHIP,NIGHT,1,,,2200,45.7667,12.6,NEAR MOTTA DI LIVENZA,ITALY,TRUCK TRAIN,,,,,15000
1027,9/15/17,ITALY,,,CAPRONI CA.32,,,,6000,780,45.8058333,13.7494444,CARSO,ITALY,LINES OF COMMUNICATION,PORDENONE,46.031889,12.596472,,
1028,9/16/17,ITALY,,,CAPRONI CA.32,,,,5000,780,43.714722,19.448889,TAVNICA (E OF MONTE SAN GABRIELE),SLOVENIA,MASSED TROOPS,PORDENONE,46.031889,12.596472,,
1029,9/24/17,ITALY,,,AIRSHIP,NIGHT,1,,,2200,46.0494444,13.7969444,CHIAPOVANO,SLOVENIA,ENTRENCHED VALLEY,BOSCOMANTICO,45.472,10.9279,,15000
1030,11/6/17,ITALY,,,AIRSHIP,NIGHT,1,,,2200,46.184736,12.956937,PINZANO AND DIGANO,ITALY,BRIDGES,BOSCOMANTICO,45.472,10.9279,,15000
1031,11/9/17,ITALY,,,AIRSHIP,NIGHT,1,,,2200,45.851295,12.249334,SUSEGANA,ITALY,NEIGHBORHOOD,BOSCOMANTICO,45.472,10.9279,,15000
1032,11/18/17,ITALY,,,AIRSHIP,NIGHT,1,,,2200,45.64,11.8347,,,ENEMY POSITIONS,BOSCOMANTICO,45.472,10.9279,,15000
1033,12/7/17,ITALY,,,AIRSHIP,NIGHT,1,,,2200,45.922289,11.930373,QUERO,ITALY,TOWN AND VICINITY,BOSCOMANTICO,45.472,10.9279,,15000
1034,12/8/17,ITALY,,,AIRSHIP,NIGHT,1,,,2200,45.7753,12.8386,PORTOGRUARO,ITALY,RAIL STATION,,,,,15000
1035,12/31/17,ITALY,,,CAPRONI CA.32,,,,,,46.0705556,12.5947222,"AVIANO, LA COMINA",ITALY,ENEMY AIRFIELDS,,,,,
1036,12/8/17,ITALY,,,AIRSHIP,NIGHT,1,,,2200,45.922289,11.930373,QUERO,ITALY,CAMP NEAR TOWN,BOSCOMANTICO,45.472,10.9279,,15000
1037,12/31/17,ITALY,,,SEAPLANES,NIGHT,,,,,45.920833,12.358333,CODEGO AND SAN FIO / TORRE MOSTO (LIVENZA),ITALY,ENEMY AIRFIELDS / TROOP ENCAMPMENTS,,,,,
1038,12/14/17,ITALY,,,AIRSHIP,NIGHT,1,,,2200,45.948988,12.502353,LIVENZA AND SACILE,ITALY,BRIDGE,BOSCOMANTICO,45.472,10.9279,,15000
1039,9/24/17,ITALY,,,CAPRONI CA.32,,,,8000,780,46.1538889,13.8619444,GRAHOVO (TOLMINO),SLOVENIA,RAILWAY ESTABLISHMENTS,PORDENONE,46.031889,12.596472,,
1040,9/25/17,ITALY,,,CAPRONI CA.32,,,,8000,780,45.8572,13.7842,PODBERDO (BAZZA VALLEY) AND RIFEMBERGA (CARSO),SLOVENIA,RR AND STATION,PORDENONE,46.031889,12.596472,,
1041,9/26/17,ITALY,,,CAPRONI CA.32,,,,10000,780,45.8572,13.7842,PODBERDO (BAZZA VALLEY) AND PROSECCO (COASTAL LINE),ITALY,,PORDENONE,46.031889,12.596472,,
1042,9/27/17,ITALY,,,CAPRONI CA.32,,,,10000,780,46.1538889,13.8619444,GRAHOVO (TOLMINO) AND DOTTOGLIANO,SLOVENIA,RAILWAY ESTABLISHMENTS,PORDENONE,46.031889,12.596472,,
1043,9/27/17,ITALY,,,CAPRONI CA.32,NIGHT,,,6000,780,44.871031,13.838065,POLA,ITALY,ARSENAL AND SUB BASE,PORDENONE,46.031889,12.596472,,
1044,9/29/17,ITALY,,,CAPRONI CA.32,,,,,780,45.7838889,13.7202778,"BERJE(NNE OF NABRESINA) , POLA (NIGHT)",ITALY,"ENEMY DEPOTS, FORTRESS OF POLA",PORDENONE,46.031889,12.596472,,
1045,9/29/17,ITALY,,,CAPRONI CA.32,,,,6000,780,45.829,13.672,"VOISCIZZA (CARSO), POLA",ITALY,MILITARY ZONE AND FORTIFIED MARITIME CENTER,PORDENONE,46.031889,12.596472,,
1046,10/3/17,ITALY,,,CAPRONI CA.32,,,,,780,40.65,14.7,CATARO,,NAVAL BASE - HIT SUBS AND TORPEDO BOATS,PORDENONE,46.031889,12.596472,,
1047,1/1/18,ITALY,,,CAPRONI CA.32,,,,,,46.0705556,12.5947222,ENEMY AIRFIELDS,,AIRFIELDS,,,,,
1048,1/2/18,ITALY,,,CAPRONI CA.32,,,,,,46.0705556,12.5947222,AVIANO AND COMINA,ITALY,AIRFIELDS,,,,,
1049,10/18/17,ITALY,,,CAPRONI CA.32,,,,,780,,,LIGHT ENEMY UNITS IN LOWER ADRIATIC,ITALY,SHIP,PADUA / ST. PELAGIUS,,,,
1050,12/20/17,ITALY,,,AIRSHIP,NIGHT,1,,,2200,45.9,11.9167,VALDOBBIADENE (SAN PIETRO DI BARBOZZA),ITALY,ENEMY POSITION EAST OF TOWN,BOSCOMANTICO,45.472,10.9279,,15000
1051,11/2/17,ITALY,,,CAPRONI CA.32,,,,,780,46.333333,13.116667,LEFT BANK OF TAGLIAMENTO RIVER,ITALY,AMMO DUMPS ABANDONED IN RETREAT,PADUA / ST. PELAGIUS,,,,
1052,11/3/17,ITALY,,,CAPRONI CA.32,,,,,780,46.2464,13.5786,"BASINS OF CAPORETTO, TOLMINO, LEFT BANK OF TAGLIAMENTO",ITALY,TROOPS,PADUA / ST. PELAGIUS,,,,
1053,2/3/18,ITALY,,,AIRSHIP,NIGHT,1,,,2200,45.8833,12.3,CONEGLIANO,ITALY,RAIL LINE AND STATION,BOSCOMANTICO,45.472,10.9279,,15000
1054,1/5/18,ITALY,,,CAPRONI CA.32,,,,,,46.0524,11.4555,VAL SUGANA,ITALY,"LEVICO STATION, MUNITIONS DUMP",,,,,
1055,2/6/18,ITALY,,,AIRSHIP,NIGHT,1,,,2200,45.9314,12.3973,GODEGA,ITALY,AIRDROME,BOSCOMANTICO,45.472,10.9279,,15000
1056,3/10/18,ITALY,,,AIRSHIP,NIGHT,1,,2800,2200,45.9314,12.3973,GODEGA,ITALY,AIRDROME,BOSCOMANTICO,45.472,10.9279,,15000
1057,1/12/18,ITALY,,,CAPRONI CA.32,,,,,,46.0524,11.4555,VAL SUGANA,ITALY,MILITARY INSTALLATIONS,,,,,
1058,11/6/17,ITALY,,,CAPRONI CA.32,,,,,780,46.333333,13.116667,TAGLIAMENTO RIVER,ITALY,TROOPS REPAIRING BRIDGE,PADUA / ST. PELAGIUS,,,,
1059,1/13/18,ITALY,,,CAPRONI CA.32,,,,,,45.8309,11.7022,PRIMOLANO,ITALY,ARSENALS AND CAMPS,,,,,
1060,3/12/18,ITALY,,,AIRSHIP,NIGHT,1,,,2200,45.950559,12.318327,SAN GIOVANNI DI VEGLIA,ITALY,AIRDROME,BOSCOMANTICO,45.472,10.9279,,15000
1061,3/18/18,ITALY,,,AIRSHIP,NIGHT,1,,,2200,46.45,10.8333333,MATTARELLO (TRENTO),ITALY,RAIL LINE CONSTRUCTION,BOSCOMANTICO,45.472,10.9279,,15000
1062,5/3/18,ITALY,,,AIRSHIP,NIGHT,1,,,2200,40.55,16.1,CAMPO MAGGIORE,ITALY,AIRDROME,BOSCOMANTICO,45.472,10.9279,,15000
1063,5/4/18,ITALY,,,AIRSHIP,NIGHT,1,,,2200,46.5,11.35,BOLZANO,ITALY,RAIL STATION,BOSCOMANTICO,45.472,10.9279,,15000
1064,5/10/18,ITALY,,,AIRSHIP,NIGHT,1,,,2200,46.45,10.8333333,MATTARELLO (TRENTO),ITALY,RAIL STATION,BOSCOMANTICO,45.472,10.9279,,15000
1065,1/26/18,ITALY,,,CAPRONI CA.32,,,,,,41.87194,12.56738,CISWON (SIWON) / FRIMELANO (FRIMILANO),,ENEMY BARRACKS AND RR FACILITIES,,,,,
1066,11/12/17,ITALY,,,CAPRONI CA.32,,,,,780,45.8428,12.105,LEFT BANK OF PIAVE RIVER,ITALY,"BIVOUACS, TROOPS",PADUA / ST. PELAGIUS,,,,
1067,1/26/18,ITALY,,,SEAPLANES,,,,,,45.8428,12.105,PIAVE,ITALY,MILITARY INSTALLATIONS,,,,,
1068,11/14/17,ITALY,,,CAPRONI CA.32,,,,,780,45.774563,12.618042,LIVENZA AND ON THE MONTICANA,ITALY,BRIDGES,PADUA / ST. PELAGIUS,,,,
1069,6/6/18,ITALY,,,AIRSHIP,NIGHT,1,,,2200,46.2166667,11.0833333,MEZZOLOMOBARDO (TRENTO),ITALY,RAIL STATION,BOSCOMANTICO,45.472,10.9279,,15000
1070,11/15/17,ITALY,,,CAPRONI CA.32,,,,,780,45.8862,11.53679,N OF ASIAGO AND GALLIO WOOD,ITALY,MASSING TROOPS,PADUA / ST. PELAGIUS,,,,
1071,11/17/17,ITALY,,,CAPRONI CA.32,,,,,780,45.8862,11.53679,N OF ASIAGO AND GALLIO WOOD,ITALY,MASSING TROOPS,PADUA / ST. PELAGIUS,,,,
1072,6/7/18,ITALY,,,AIRSHIP,NIGHT,1,,,2200,46.048893,11.234145,SUSA (N OF CALDONAZZO),ITALY,RAIL PLATFORM,BOSCOMANTICO,45.472,10.9279,,15000
1073,6/8/18,ITALY,,,AIRSHIP,NIGHT,1,,,2200,46.45,10.8333333,MATTARELLO,ITALY,RAIL LINE CONSTRUCTION AND STATION,BOSCOMANTICO,45.472,10.9279,,15000
1074,11/19/17,ITALY,,,CAPRONI CA.32,,,,,780,45.778,12.603,"BASIN OF PRIMOLANO, NW SUSEGANA, AT TEZZE DI LIVENZA",ITALY,MASSING TROOPS,PADUA / ST. PELAGIUS,,,,
1075,6/14/18,ITALY,,,AIRSHIP,NIGHT,1,,,2200,46.45,10.8333333,MATTARELLO,ITALY,RAIL LINE CONSTRUCTION,BOSCOMANTICO,45.472,10.9279,,15000
1076,7/1/18,ITALY,,,AIRSHIP,NIGHT,1,,,2200,45.9333,11.0833,CALLIANO (VAL LAGARINA),ITALY,RAIL LINE CONSTRUCTION AND STATION,BOSCOMANTICO,45.472,10.9279,,15000
1077,7/2/18,ITALY,,,AIRSHIP,NIGHT,1,,,2200,46.107555,11.097476,TRENTO (S. STATION),ITALY,RAIL LINE CONSTRUCTION,BOSCOMANTICO,45.472,10.9279,,15000
1078,11/20/17,ITALY,,,CAPRONI CA.32,,,,,780,45.922289,11.930373,LOWER VAL PIAVE NEAR QUERO,ITALY,ENEMY TROOP COLUMNS,PADUA / ST. PELAGIUS,,,,
1079,11/21/17,ITALY,,,CAPRONI CA.32,,,,,780,45.922289,11.930373,LOWER VAL PIAVE NEAR QUERO,ITALY,ENEMY TROOP COLUMNS,PADUA / ST. PELAGIUS,,,,
1080,11/28/17,ITALY,,,CAPRONI CA.32,,,,,780,45.944559,11.51422,"ASIAGO PLATEAU BRENTA) N OF COL DELLA BERRETTA (E OF SAN MARINO), MIDDLE PIAVE",ITALY,ENEMY TROOP COLUMNS,PADUA / ST. PELAGIUS,,,,
1081,1/31/18,ITALY,,,CAPRONI CA.32,,,,,,45.944559,11.51422,ASIAGO PLATEAU,ITALY,MAIN ENEMY LOC,,,,,
1082,11/29/17,ITALY,,,CAPRONI CA.32,,,,,780,46.0166667,11.85,BETWEEN FELTRE AND FONZASO,ITALY,ENEMY ENCAMPMENTS,PADUA / ST. PELAGIUS,,,,
1083,2/3/18,ITALY,,,,,,,,,45.944559,11.51422,ASIAGO PLATEAU,ITALY,"MUSTERING CENTERS, SUPPLY ROUTES",,,,,
1084,12/1/17,ITALY,,,CAPRONI CA.32,,,,,780,46.042506,11.884829,HOLLOW OF ARTEN (2.5 MI W OF FELTRE),ITALY,ENEMY ENCAMPMENTS,PADUA / ST. PELAGIUS,,,,
1085,12/4/17,ITALY,,,CAPRONI CA.32,,,,,780,45.95,11.483333,GALMARARA VALLEY (N OF ASIAGO TOWN),ITALY,ENEMY TROOPS AND ENCAMPMENTS,PADUA / ST. PELAGIUS,,,,
1086,7/7/18,ITALY,,,AIRSHIP,NIGHT,1,,,2200,46.03,10.73,VAL GIUDICARIA AND VAL SARCA,ITALY,MANIFESTOS AND PROPAGANDA DROP,BOSCOMANTICO,45.472,10.9279,,15000
1087,7/12/18,ITALY,,,AIRSHIP,NIGHT,1,,,2200,46.148533,10.766728,TRENTINO,ITALY,PRINTED MATTER DROP,BOSCOMANTICO,45.472,10.9279,,15000
1088,2/3/18,ITALY,,,CAPRONI CA.32,,,,,,45.997478,11.264535,CALDONAZZO-MONTE ROVERE,ITALY,CABLE CAR FACILITIES,,,,,
1089,12/8/17,ITALY,,,CAPRONI CA.32,,150,,,780,45.8,11.6071,BETWEEN ASIAGO AND HEAD OF FRENZELA VALLEY,ITALY,"ENEMY TROOPS, AMMUNTION DUMPS",PADUA / ST. PELAGIUS,,,,
1090,2/3/18,ITALY,,,AIRSHIP,NIGHT,1,,,2200,45.8833,12.3,CONEGLIANO,ITALY,RAIL STATION,,,,,15000
